JH05  1
     0.23702183      0.16013472     0.025253233
     0.23712395      0.15799071     0.025618592
     0.23722252      0.15579766     0.025971241
      0.2373179      0.15355892     0.026312485
     0.23741043      0.15128252     0.026643503
     0.23750043      0.14897631     0.026965529
     0.23758827      0.14664815     0.027279761
     0.23767424      0.14430611     0.027587334
     0.23772484      0.14197703     0.027896278
      0.2377464      0.13965647     0.028202752
     0.23776244      0.13732742      0.02850394
     0.23777816      0.13498434     0.028799327
     0.23779356      0.13262485     0.029088937
     0.23780867      0.13024655     0.029372783
     0.23782349      0.12784819     0.029651001
     0.23783803      0.12543322     0.029924054
     0.23785232      0.12300622     0.030192479
     0.23786639      0.12057174     0.030456822
     0.23788027      0.11813429     0.030717622
       0.237894       0.1156985      0.03097542
     0.23790759      0.11326768     0.031230718
     0.23792106      0.11084064     0.031483881
     0.23793444      0.10841572     0.031735234
     0.23794773      0.10599124     0.031985089
     0.23796098      0.10356545     0.032233775
     0.23797417      0.10113662     0.032481603
     0.23798732     0.098703906     0.032728851
     0.23800047     0.096268326      0.03297564
     0.23801358     0.093831226     0.033222049
     0.23802668     0.091393836      0.03346815
     0.23803978      0.08895734     0.033714008
     0.23805285     0.086522929      0.03395969
     0.23806591     0.084090695     0.034205213
     0.23807898     0.081658803     0.034450486
     0.23809201     0.079225332     0.034695406
     0.23810503     0.076788485     0.034939893
     0.23811801     0.074346326     0.035183854
     0.23809613      0.07190787     0.035426542
     0.23807399     0.069461666     0.035668593
     0.23805191     0.067009479     0.035910074
     0.23802987     0.064553417     0.036151048
     0.23800787     0.062095217     0.036391575
     0.23798591     0.059636552     0.036631715
     0.23796399     0.057178993     0.036871523
     0.23794207      0.05472305     0.037111081
     0.23792018     0.052268196     0.037350502
     0.23789829     0.049813859     0.037589893
     0.23787639     0.047359504     0.037829369
     0.23785447     0.044904619     0.038069066
     0.23783252     0.042448729     0.038309097
     0.23781054     0.039991565     0.038549345
     0.23778857     0.037533004     0.038789533
     0.23776664     0.035072938     0.039029382
     0.23774476     0.032611232     0.039268613
     0.23772296     0.030147854     0.039506938
     0.23770128     0.027682878     0.039744131
     0.23767966     0.025216648     0.039980415
      0.2376581     0.022749595      0.04021623
     0.23763654     0.020282172      0.04045203
     0.23761493     0.017814824     0.040688254
     0.23759325     0.015348282     0.040925343
     0.23757148      0.01288553     0.041163471
     0.23754962     0.010425156     0.041402463
     0.23752771    0.0079634432     0.041642051
     0.23750576    0.0054966733     0.041881979
     0.23748381    0.0030211341     0.042121984
     0.23746188   0.00053312897     0.042361792
      0.2374617   0.00051084335     0.042363774
     0.23746154    0.0004884206     0.042365666
     0.23746136   0.00046586699     0.042367473
     0.23746121   0.00044318859     0.042369187
     0.23746106   0.00042039203     0.042370815
     0.23746093   0.00039748359      0.04237235
     0.23746079   0.00037446944     0.042373791
     0.23746066   0.00035135669     0.042375144
     0.23746055   0.00032815093     0.042376406
     0.23746043   0.00030485913     0.042377576
     0.23746035   0.00028148806     0.042378653
     0.23746026   0.00025804376     0.042379636
     0.23746017   0.00023453322     0.042380527
     0.23746009   0.00021096261     0.042381328
     0.23746003   0.00018733891     0.042382032
     0.23745997   0.00016366853     0.042382643
     0.23745993   0.00013995834      0.04238316
      0.2374599   0.00011621451     0.042383581
     0.23745987   9.2444126e-05     0.042383913
     0.23745984   6.8653724e-05     0.042384148
     0.23745982   4.4849818e-05     0.042384289
     0.23745982   2.1039392e-05     0.042384338
     0.23745994  -0.00010193093     0.042383078
     0.23746029  -0.00022398238     0.042379312
     0.23746085  -0.00034420169     0.042373065
     0.23746164  -0.00046168879     0.042364385
     0.23746265  -0.00057556474     0.042353336
     0.23746388  -0.00068497751     0.042340003
     0.23746529   -0.0007891081     0.042324483
      0.2374669  -0.00088717765     0.042306896
     0.23746869  -0.00097845215     0.042287368
     0.23747064   -0.0010622488     0.042266048
     0.23747274    -0.001137941     0.042243097
     0.23747498   -0.0012049624     0.042218685
     0.23747732   -0.0012628117     0.042192992
     0.23747978   -0.0013110563     0.042166214
     0.23748229   -0.0013493358     0.042138554
     0.23748489    -0.001377364     0.042110212
     0.23748752   -0.0013949315     0.042081404
     0.23749019   -0.0014019071     0.042052343
     0.23749284   -0.0013982392     0.042023249
      0.2374955   -0.0013839555     0.041994341
     0.23749809   -0.0013591631     0.041965831
     0.23750065    -0.001324048     0.041937936
     0.23750313   -0.0012788731     0.041910861
     0.23750551   -0.0012239765      0.04188481
     0.23750778   -0.0011597693     0.041859981
     0.23750992   -0.0010867317     0.041836556
     0.23751192   -0.0010054107     0.041814711
     0.23751375  -0.00091641408     0.041794613
     0.23751542  -0.00082040793     0.041776404
     0.23751689  -0.00071811065     0.041760229
     0.23751818  -0.00061028695     0.041746203
     0.23753828    0.0013418703     0.041526537
     0.23755842    0.0032727905     0.041306116
     0.23757868    0.0051843668     0.041084748
     0.23759903    0.0070785084     0.040862206
      0.2376195    0.0089571271     0.040638268
     0.23764013      0.01082213     0.040412717
     0.23766093     0.012675429     0.040185325
     0.23768191     0.014518922     0.039955873
      0.2377031     0.016354524     0.039724138
     0.23772453     0.018184125     0.039489895
     0.23774619     0.020009646     0.039252926
     0.23776814     0.021832969     0.039013006
     0.23779038     0.023655931     0.038769923
     0.23781289     0.025478473     0.038523637
     0.23783569     0.027298693     0.038274292
     0.23785876     0.029114606     0.038022041
     0.23788209     0.030924227      0.03776703
     0.23790565     0.032726225     0.037509378
     0.23792945     0.034520246     0.037249163
     0.23795347     0.036306027     0.036986452
     0.23797771       0.0380833     0.036721312
     0.23800218     0.039851796     0.036453813
     0.23802686     0.041611254     0.036184024
     0.23805173     0.043361407     0.035912015
     0.23807681     0.045101993     0.035637856
     0.23810206      0.04683283     0.035361588
     0.23811264     0.048557181     0.035082888
     0.23809765     0.050277974     0.034801476
     0.23808256     0.051990278     0.034517772
     0.23806733     0.053694326     0.034231707
     0.23805197     0.055390365     0.033943214
     0.23803648     0.057078615     0.033652224
     0.23802085     0.058759321     0.033358663
     0.23800509     0.060432713     0.033062458
     0.23798917     0.062098987     0.032763384
     0.23797308     0.063758336     0.032461133
     0.23795681     0.065410942     0.032155387
     0.23794033     0.067056954     0.031845845
     0.23792365     0.068696253     0.031532481
     0.23790677       0.0703284     0.031215552
     0.23788972     0.071953073     0.030895319
     0.23787253      0.07356967     0.030572046
     0.23785517     0.075177848     0.030245995
     0.23783767      0.07677719     0.029917432
     0.23782006     0.078367248     0.029586624
     0.23780234     0.079947554     0.029253833
     0.23778453     0.081517681     0.028919321
     0.23776665     0.083077155     0.028583352
     0.23774871     0.084625654     0.028246194
     0.23772669     0.086164087     0.027908519
     0.23767056     0.087703511     0.027574141
     0.23757887      0.08924491     0.027246162
     0.23748673     0.090775192     0.026916532
     0.23739401      0.09229438     0.026584744
     0.23730052     0.093802378     0.026250295
     0.23720615     0.095299132      0.02591268
     0.23711076     0.096784495     0.025571391
     0.23701419     0.098258488     0.025225913
      0.2369163     0.099721029     0.024875719
     0.23681691      0.10117191     0.024520088
     0.23671573       0.1026108     0.024158122
     0.23661253      0.10403752      0.02378891
     0.23650709      0.10545171     0.023411676
     0.23639961      0.10685255     0.023027111
     0.23629071      0.10823853     0.022637531
     0.23618108      0.10960816     0.022245307
     0.23607136      0.11095998     0.021852789
     0.23596233      0.11229326     0.021462668
     0.23585483      0.11360852     0.021078115
     0.23574921      0.11490508     0.020700233
     0.23564465      0.11617976      0.02032613
      0.2355402      0.11742901     0.019952422
      0.2354349      0.11864947     0.019575732
     0.23532204      0.11984061     0.019195426
     0.23508881       0.1210573     0.018860875
     0.23484828      0.12223912     0.018515823
     0.23460074      0.12338715     0.018160744
     0.23434699      0.12450331     0.017796764
     0.23408785      0.12558949     0.017425038
     0.23382409      0.12664746      0.01704669
     0.23355649      0.12767909     0.016662845
     0.23328587      0.12868634     0.016274646
     0.23301299      0.12967093     0.015883217
     0.23273872      0.13063495     0.015489783
     0.23246443      0.13158268     0.015096327
     0.23219188      0.13252008     0.014705373
     0.23184563      0.13349789     0.014394324
      0.2314754      0.13449472     0.014119036
       0.231113      0.13549423     0.013849584
     0.23075718        0.136494     0.013585012
     0.23040657      0.13749172     0.013324311
     0.23005977      0.13848503     0.013066458
     0.22971563      0.13947205     0.012810573
     0.22937314      0.14045154     0.012555908
     0.22902769      0.14141956     0.012299055
     0.22866774      0.14236672     0.012031406
     0.22828086      0.14328328     0.011743745
      0.2278682      0.14416364     0.011436911
     0.22746682      0.14501315     0.011138469
     0.22709726      0.14583476     0.010863684
     0.22703329      0.14592011     0.010816112
     0.22696975      0.14602177     0.010768875
     0.22690681      0.14613958     0.010722075
     0.22684461      0.14627329     0.010675825
     0.22678328      0.14642258     0.010630224
     0.22672297      0.14658716     0.010585379
      0.2266638      0.14676666     0.010541383
     0.22660592      0.14696069     0.010498345
     0.22654945      0.14716882     0.010456353
     0.22649451      0.14739056     0.010415506
     0.22644123      0.14762545     0.010375898
     0.22638974      0.14787297      0.01033761
     0.22634014      0.14813253     0.010300737
     0.22629257      0.14840357     0.010265358
      0.2262471      0.14868549     0.010231551
     0.22620384      0.14897761      0.01019939
     0.22616293      0.14927933     0.010168958
     0.22612441      0.14958994     0.010140315
     0.22608837      0.14990872     0.010113526
     0.22605492      0.15023495     0.010088652
     0.22602412      0.15056792     0.010065749
     0.22599603      0.15090685     0.010044873
     0.22597073      0.15125094      0.01002606
     0.22594829      0.15159945     0.010009363
     0.22592872      0.15195157     0.009994816
     0.22591209      0.15230648    0.0099824518
     0.22589843      0.15266339    0.0099722929
     0.22588778      0.15302145     0.009964373
     0.22588015      0.15337989    0.0099587031
     0.22587557      0.15373783    0.0099552944
     0.22587404      0.15409446    0.0099541582
BLADE 2
12 4 10 316 154
          0      -1.041     0.001974127   0.00033827961      0.3039       -1.09
  -0.0089712664      0.21480429
 -0.00083820935      0.21883456
   0.0050039878      0.22293906
   0.0097370557      0.23119676
    0.014396349      0.23538542
    0.019012749       0.2378272
    0.025462769      0.23953263
    0.027816379      0.23995067
    0.035114642      0.24028605
    0.042270027      0.23922697
    0.047243915      0.23818132
    0.051612467      0.23677529
     0.23119676      0.15513337    0.0097370557
     0.23119698      0.15528901    0.0097373091
     0.23119766      0.15544431     0.009738043
     0.23119874      0.15559922    0.0097392648
     0.23120028      0.15575366    0.0097409748
     0.23120226      0.15590759     0.009743169
     0.23120467      0.15606096    0.0097458549
     0.23120752      0.15621372    0.0097490251
     0.23121081       0.1563658    0.0097526796
     0.23121452      0.15651719    0.0097568184
     0.23121868      0.15666781    0.0097614378
     0.23122327       0.1568176    0.0097665414
     0.23122829      0.15696654    0.0097721219
     0.23123373      0.15711455    0.0097781755
      0.2312396       0.1572616    0.0097847097
     0.23124591      0.15740761    0.0097917169
     0.23125263      0.15755256    0.0097991936
     0.23125976      0.15769641    0.0098071359
     0.23126732      0.15783909    0.0098155476
     0.23127531      0.15798053    0.0098244175
     0.23128369      0.15812074    0.0098337494
     0.23129249      0.15825963    0.0098435394
      0.2313017      0.15839717    0.0098537803
     0.23131131       0.1585333    0.0098644756
     0.23132132      0.15866798    0.0098756105
     0.23133174      0.15880118    0.0098871924
     0.23134254      0.15893283    0.0098992102
     0.23135373      0.15906292    0.0099116676
     0.23136532      0.15919137    0.0099245533
     0.23137729      0.15931815    0.0099378638
     0.23138963      0.15944321    0.0099515952
     0.23140235       0.1595666     0.009965755
     0.23141876      0.15971926    0.0099840015
     0.23143581      0.15987055     0.010002963
     0.23145348      0.16002044     0.010022625
     0.23147179      0.16016898     0.010042995
     0.23149075      0.16031604     0.010064069
     0.23161912      0.16147548     0.010206863
      0.2318911      0.16390003     0.010509413
        0.23217      0.16604528      0.01081964
     0.23246183      0.16809642     0.011144254
     0.23280905      0.17029639     0.011530511
     0.23318461      0.17241448     0.011948256
     0.23356459      0.17426494     0.012370927
     0.23394416      0.17583458     0.012793155
     0.23432815       0.1771663     0.013220286
     0.23472196      0.17830408     0.013658343
     0.23513101      0.17929186     0.014113354
     0.23550783       0.1802108     0.014627792
     0.23582263      0.18107089     0.015222931
     0.23614831      0.18175283     0.015838681
     0.23647925       0.1822045     0.016464343
     0.23680937      0.18237595     0.017088456
     0.23713262      0.18221773     0.017699592
     0.23744451      0.18170451     0.018289242
     0.23774545      0.18088739     0.018858189
     0.23794177      0.17989951     0.019446099
     0.23809643      0.17872426     0.020030979
     0.23824701      0.17735524     0.020600459
     0.23839396      0.17580923     0.021156279
     0.23853697       0.1740946     0.021697154
     0.23867534      0.17223278     0.022220477
     0.23880842      0.17024665     0.022723794
     0.23893595      0.16816238     0.023206092
     0.23905785      0.16600822     0.023667131
     0.23917422      0.16380577     0.024107223
     0.23928548      0.16156025     0.024528019
     0.23939213      0.15927403     0.024931394
     0.23949467      0.15694968     0.025319161
     0.23957424      0.15460277     0.025696972
     0.23963943      0.15223065     0.026064031
     0.23970248      0.14982919     0.026419051
     0.23976368      0.14740238     0.026763584
     0.23982328      0.14495412     0.027099192
     0.23988159      0.14248845     0.027427435
     0.23993884      0.14000903     0.027749792
     0.23996237      0.13753706      0.02807086
     0.23997694      0.13505764     0.028387908
     0.23999128      0.13256571      0.02869989
     0.24000537      0.13006103     0.029006727
     0.24001923      0.12754367      0.02930834
     0.24003285      0.12501404     0.029604733
     0.24004625       0.1224741     0.029896282
     0.24005945      0.11992642       0.0301835
     0.24007247      0.11737365     0.030466903
     0.24008535      0.11481824     0.030747011
     0.24009809      0.11226271     0.031024331
     0.24011073      0.10970834       0.0312993
     0.24012326      0.10715435     0.031572171
     0.24013571      0.10460001     0.031843167
      0.2401481      0.10204457     0.032112509
     0.24016041     0.099487282     0.032380428
     0.24017267     0.096927591      0.03264714
     0.24018487     0.094366163     0.032912873
     0.24019705      0.09180373     0.033177819
     0.24020919     0.089241251     0.033442155
     0.24022132     0.086679481     0.033706058
     0.24023344     0.084119312     0.033969704
     0.24024555     0.081560478     0.034233205
     0.24025765     0.079001531     0.034496598
     0.24026975     0.076440804     0.034759872
     0.24028184     0.073876843     0.035023019
     0.24026093     0.071318097     0.035284348
     0.24022241     0.068757907     0.035544619
     0.24018392     0.066191673     0.035804681
     0.24014546     0.063621014     0.036064483
     0.24010706     0.061047368     0.036323983
     0.24006869     0.058472011     0.036583148
     0.24003039     0.055896159     0.036841944
     0.23999214     0.053320214     0.037100378
     0.23995394     0.050743647     0.037358489
     0.23991577     0.048165906     0.037616327
     0.23987764     0.045586452     0.037873954
     0.23983952      0.04300477     0.038131461
     0.23980142     0.040420413     0.038388867
     0.23976338     0.037833083     0.038645931
     0.23972543     0.035242531     0.038902331
     0.23968762       0.0326485     0.039157748
     0.23965001     0.030050773     0.039411854
     0.23961264     0.027449362     0.039664332
     0.23957551     0.024844471     0.039915211
     0.23953857     0.022236478     0.040164832
     0.23950174     0.019625768     0.040413547
     0.23946501     0.017012712     0.040661711
     0.23942833     0.014398609     0.040909637
     0.23939165     0.011787811     0.041157346
     0.23935503      0.00917676     0.041404862
      0.2393184    0.0065598339     0.041652244
      0.2392818    0.0039313841      0.04189954
     0.23924521    0.0012857819     0.042146802
     0.23923098   0.00025587715     0.042242948
      0.2392303   0.00021176494     0.042247441
     0.23923002   0.00018954871     0.042249426
     0.23922974   0.00016719487     0.042251326
     0.23922947    0.0001447096     0.042253133
     0.23922922   0.00012209872      0.04225485
     0.23922898   9.9369092e-05     0.042256478
     0.23922874   7.6527009e-05     0.042258017
     0.23922853   5.3578755e-05     0.042259462
     0.23922832   3.0530966e-05     0.042260818
     0.23922814    7.390161e-06     0.042262081
     0.23922797   -1.583714e-05     0.042263255
     0.23922782  -3.9144652e-05     0.042264331
     0.23922767  -6.2525505e-05     0.042265318
     0.23922753  -8.5973064e-05     0.042266212
     0.23922741  -0.00010948093      0.04226701
     0.23922731  -0.00013304222     0.042267717
     0.23922722  -0.00015665055     0.042268328
     0.23922715  -0.00018029904      0.04226885
     0.23922707  -0.00020398118     0.042269275
     0.23922703  -0.00022769009     0.042269602
       0.239227  -0.00025141914     0.042269837
     0.23922697   -0.0002751617     0.042269982
     0.23922697  -0.00029891089     0.042270027
     0.23922713  -0.00041508046     0.042268898
     0.23922764  -0.00053046632     0.042265512
     0.23922847  -0.00064428768     0.042259894
     0.23922962  -0.00075577438     0.042252082
     0.23923109  -0.00086417288     0.042242128
     0.23923288  -0.00096874975     0.042230103
     0.23923495   -0.0010687975     0.042216085
     0.23923731   -0.0011636398      0.04220017
     0.23923993   -0.0012526351     0.042182464
     0.23924279   -0.0013351818     0.042163085
     0.23924589   -0.0014107218     0.042142171
      0.2392492   -0.0014787444     0.042119857
     0.23925269   -0.0015387899     0.042096298
     0.23925632   -0.0015904526     0.042071648
     0.23926011   -0.0016333837     0.042046078
     0.23926401   -0.0016672933     0.042019758
     0.23926799   -0.0016919521     0.041992873
     0.23927203   -0.0017071943     0.041965596
      0.2392761   -0.0017129172     0.041938115
     0.23928016   -0.0017090825     0.041910615
     0.23928422   -0.0016957169     0.041883282
      0.2392882   -0.0016729109     0.041856304
     0.23929211   -0.0016408192     0.041829858
     0.23929593   -0.0015996593     0.041804127
     0.23929961   -0.0015497098     0.041779283
     0.23930313   -0.0014913084     0.041755494
     0.23930646   -0.0014248507     0.041732922
     0.23930961   -0.0013507858     0.041711718
     0.23931251   -0.0012696143     0.041692026
     0.23931518   -0.0011818857     0.041673981
      0.2393176   -0.0010881933     0.041657701
     0.23931852   -0.0010512332      0.04165148
     0.23931941   -0.0010130834     0.041645486
     0.23932026  -0.00097374356     0.041639715
     0.23932108  -0.00093321403     0.041634168
     0.23932187  -0.00089149468     0.041628849
     0.23932262  -0.00084858539     0.041623753
     0.23933853    0.0001021591     0.041516226
      0.2393728    0.0021270101     0.041284688
     0.23940729    0.0041350648     0.041051764
     0.23944199    0.0061278036     0.040817294
     0.23947695    0.0081067057     0.040581122
     0.23951218     0.010073246     0.040343102
      0.2395477     0.012028897     0.040103074
     0.23958355     0.013975133     0.039860889
     0.23961973     0.015913423     0.039616391
     0.23965628     0.017845239      0.03936943
     0.23969324     0.019772049     0.039119847
     0.23973058      0.02169532     0.038867492
     0.23976837     0.023616277     0.038612232
     0.23980658     0.025534268     0.038354106
     0.23984519     0.027447727     0.038093228
     0.23988418     0.029355071     0.037829727
     0.23992357     0.031254888     0.037563708
     0.23996329     0.033146624     0.037295252
     0.24000338      0.03503003     0.037024412
     0.24004382     0.036904868     0.036751252
     0.24008457     0.038770903      0.03647583
     0.24012567     0.040627893     0.036198206
     0.24016708     0.042475589     0.035918441
      0.2402088     0.044313774     0.035636589
     0.24025083     0.046142265     0.035352677
     0.24028382     0.047963079     0.035066143
     0.24027045     0.049784541     0.034774981
     0.24025695     0.051597565     0.034481421
     0.24024335     0.053402271     0.034185346
     0.24022962     0.055198789     0.033886641
     0.24021576     0.056987241     0.033585198
     0.24020179     0.058767747     0.033280894
     0.24018766     0.060540389     0.032973543
     0.24017338     0.062305212     0.032662824
     0.24015893     0.064062223     0.032348402
      0.2401443     0.065811411     0.032029945
     0.24012947     0.067552671     0.031707346
     0.24011447     0.069285572     0.031380776
     0.24009928     0.071009785     0.031050421
     0.24008395     0.072724789     0.030716471
     0.24006844     0.074430212     0.030379113
     0.24005279     0.076125726     0.030038534
     0.24003699     0.077810839     0.029694922
     0.24002108     0.079485148     0.029348463
     0.24000503     0.081148282     0.028999347
     0.23998888     0.082799852     0.028647762
     0.23997262     0.084439404     0.028293893
     0.23995626     0.086066507     0.027937895
     0.23990922     0.087692477      0.02758301
     0.23984604     0.089312233      0.02722729
     0.23978233     0.090919994     0.026868651
     0.23971806     0.092515595     0.026506767
     0.23965316     0.094099067     0.026141312
     0.23958755     0.095670313      0.02577194
     0.23951592     0.097231388     0.025399514
     0.23941772     0.098790921     0.025028151
     0.23931821      0.10033826     0.024651773
     0.23921721      0.10187324     0.024269832
     0.23911461      0.10339549     0.023881786
     0.23901038      0.10490451     0.023487601
     0.23890501       0.1063992     0.023089096
     0.23879908      0.10787822     0.022688465
     0.23869318      0.10934032     0.022287939
     0.23858792      0.11078455       0.0218898
     0.23848395      0.11221114     0.021496605
     0.23838158       0.1136195     0.021109443
     0.23828019      0.11500779     0.020725982
     0.23817904      0.11637355     0.020343469
     0.23807742      0.11771458     0.019959109
     0.23797458      0.11902869     0.019570148
      0.2378698      0.12031364     0.019173855
     0.23770927      0.12159642     0.018789789
     0.23750959      0.12287044     0.018412296
     0.23730654      0.12411888     0.018028395
     0.23710051      0.12534305     0.017638896
     0.23689197      0.12654418     0.017244622
     0.23668134       0.1277235     0.016846396
     0.23646905      0.12888227     0.016445043
     0.23625554      0.13002178     0.016041381
     0.23604137      0.13114454     0.015636479
     0.23582719      0.13225399     0.015231565
     0.23561369      0.13335355     0.014827903
     0.23540144      0.13444659      0.01442663
     0.23510686      0.13558333     0.014086483
     0.23480713      0.13671963     0.013753096
     0.23450893      0.13785176     0.013421385
     0.23421201      0.13897993     0.013091095
     0.23391628      0.14010438     0.012762142
     0.23362115      0.14122452     0.012433851
      0.2333222      0.14233358     0.012101311
      0.2330135      0.14342214     0.011757914
     0.23269252      0.14448294      0.01140089
     0.23237386      0.14551756     0.011046417
      0.2320684      0.14652826     0.010706641
     0.23196019      0.14689974     0.010586258
      0.2319153      0.14706984     0.010536321
     0.23187126      0.14725031      0.01048734
     0.23182815      0.14744091     0.010439388
     0.23178603      0.14764135     0.010392535
     0.23174496      0.14785135     0.010346845
     0.23170498      0.14807063     0.010302383
     0.23166618      0.14829884     0.010259215
     0.23162858      0.14853568     0.010217402
     0.23159227      0.14878082     0.010177005
     0.23155728      0.14903387     0.010138083
     0.23152366      0.14929451     0.010100689
     0.23149148      0.14956234     0.010064878
     0.23146074      0.14983699     0.010030698
     0.23143153      0.15011804    0.0099982023
     0.23140387      0.15040509    0.0099674352
     0.23137781      0.15069774    0.0099384412
     0.23135337      0.15099557    0.0099112652
      0.2313306      0.15129812    0.0098859407
     0.23130955      0.15160498    0.0098625086
     0.23129021      0.15191568    0.0098409988
     0.23127262       0.1522298     0.009821441
     0.23125683      0.15254687    0.0098038651
     0.23124284      0.15286642    0.0097883008
     0.23123066      0.15318798    0.0097747669
     0.23122033      0.15351109    0.0097632818
     0.23121187       0.1538353    0.0097538605
     0.23120527       0.1541601     0.009746518
     0.23120055      0.15448505    0.0097412691
     0.23119771      0.15480964    0.0097381175
     0.23119676      0.15513337    0.0097370557
BLADE 3
12 4 10 315 153
          0      -1.134    0.0021022463   0.00033771701      0.2886      -1.171
  -0.0089712655      0.22038315
 -0.00083820813      0.22392523
   0.0050039915      0.22759585
   0.0095837153      0.23508239
    0.014252514      0.23817757
    0.018896801      0.24012673
    0.026014926      0.24169378
     0.02774445      0.24190935
    0.035077624      0.24207793
    0.042156223       0.2409876
    0.047243915      0.24002579
    0.051697306      0.23874095
     0.23508239      0.15582697    0.0095837153
     0.23508257      0.15598629    0.0095839947
     0.23508313       0.1561453    0.0095848292
     0.23508406      0.15630397    0.0095862225
     0.23508534      0.15646225    0.0095881708
     0.23508701      0.15662006    0.0095906779
     0.23508903      0.15677737    0.0095937364
     0.23509143      0.15693411    0.0095973499
     0.23509419      0.15709029    0.0096015111
     0.23509732      0.15724577     0.009606231
     0.23510081      0.15740056    0.0096114986
     0.23510467      0.15755461      0.00961731
     0.23510888      0.15770784    0.0096236728
     0.23511346      0.15786022    0.0096305795
     0.23511839       0.1580117    0.0096380264
     0.23512369      0.15816221    0.0096460171
     0.23512934      0.15831174    0.0096545406
     0.23513535       0.1584602    0.0096636005
     0.23514171      0.15860757    0.0096731894
     0.23514841      0.15875381     0.009683311
     0.23515548      0.15889885    0.0096939579
     0.23516288      0.15904266    0.0097051263
     0.23517062      0.15918519    0.0097168088
     0.23517871      0.15932637    0.0097290128
     0.23518714      0.15946616    0.0097417198
      0.2351959      0.15960458    0.0097549409
     0.23520499      0.15974149    0.0097686611
     0.23521443      0.15987693    0.0097828805
     0.23522417      0.16001078    0.0097975917
     0.23523426      0.16014306    0.0098127946
     0.23524466       0.1602737    0.0098284818
     0.23525536      0.16040269    0.0098446347
     0.23526835      0.16055512    0.0098642334
     0.23528183      0.16070648    0.0098845437
     0.23529576      0.16085671    0.0099055655
     0.23531015      0.16100587    0.0099272877
     0.23544933       0.1625904     0.010137208
     0.23566619      0.16492184     0.010464326
     0.23588598       0.1669876     0.010795854
     0.23612265       0.1690342     0.011152854
     0.23639195      0.17111175     0.011559077
     0.23668101      0.17309169     0.011995107
     0.23697855      0.17488439     0.012443908
     0.23728296      0.17647158     0.012903074
     0.23759639      0.17785752     0.013375858
     0.23792118       0.1790473     0.013865765
     0.23823504      0.18006469     0.014389442
     0.23848315        0.180957     0.014980616
      0.2387417      0.18164523      0.01559668
     0.23900791      0.18209185      0.01623095
